iter	RMSE
939	1.705288268
940	1.705007727
941	1.702324046
942	1.699601074
943	1.697094183
944	1.694108219
945	1.692323531
946	1.691952839
947	1.69157821
948	1.688893909
949	1.68559814
950	1.684926193
951	1.680951813
952	1.680557594
953	1.676615613
954	1.675716779
955	1.675532162
956	1.673493677
957	1.67061057
958	1.670378577
959	1.66732167
960	1.664079993
961	1.662603568
962	1.660854853
963	1.658566318
964	1.658329786
965	1.655420479
966	1.655162963
967	1.653101403
968	1.651476202
969	1.648872392
970	1.645092769
971	1.641298889
972	1.639276535
973	1.636463069
974	1.634350798
975	1.632101393
976	1.628829493
977	1.624415811
978	1.623163737
979	1.622876994
980	1.621212877
981	1.618702778
982	1.618459067
983	1.616589184
984	1.614112532
985	1.611355368
986	1.607379166
987	1.603848394
988	1.601210578
989	1.598563042
990	1.594895169
991	1.592442287
992	1.591420785
993	1.588425682
994	1.588037486
995	1.586285454
996	1.584173486
997	1.583952248
998	1.581574146
999	1.579022402
